id,year,long,lat,treated_unit,treat_year,treated_id,ras_108,ras_240,ras_372,ras_504,ras_636,meanWI
1818563193,2010,32.75,3.3499999,1,0,0,-3.272090037,-3.011878761,-3.115930945,-3.329587704,-3.603721663,-3.266641822
1818563193,2011,32.75,3.3499999,1,1,1,-4.112069055,-3.145598171,-4.287815085,-4.003391028,-4.119449732,-3.933664614
1818563193,2012,32.75,3.3499999,1,1,1,-3.464259284,-3.071110866,-3.656600932,-3.573481522,-3.279392875,-3.408969096
1818563193,2013,32.75,3.3499999,1,1,1,-3.26765834,-2.572119794,-3.320407038,-2.059308774,-2.866233411,-2.817145471
1818563193,2014,32.75,3.3499999,1,1,1,-2.860809628,-2.456834605,-2.944605318,-2.599211531,-2.76235793,-2.724763802
1818563193,2015,32.75,3.3499999,1,1,1,-2.880561235,-2.727799408,-2.667813202,-2.668033868,-2.793206878,-2.747482918
1818563193,2016,32.75,3.3499999,1,1,1,-3.362199153,-2.804599585,-3.233876272,-2.753069216,-3.188423843,-3.068433614
1818563194,2006,32.8166656,3.4666667,1,0,0,-2.821037172,-2.34413277,-2.237137573,-2.293905697,-1.852699736,-2.309782589
1818563194,2007,32.8166656,3.4666667,1,0,0,0.363859964,0.117962185,-0.087266292,0.653812057,0.136536015,0.236980786
1818563194,2008,32.8166656,3.4666667,1,0,0,-0.216474467,-0.313784727,-0.700603498,-0.587661489,-0.340800557,-0.431864948
1818563194,2009,32.8166656,3.4666667,1,0,0,-1.082566902,-1.640939313,-1.003562551,-1.740307287,-0.739415168,-1.241358244
1818563194,2010,32.8166656,3.4666667,1,0,0,-0.615204189,-0.710536479,-0.551927155,-0.17602798,-0.586057962,-0.527950753
1818563194,2011,32.8166656,3.4666667,1,1,1,-1.102136189,-1.380501267,-1.605912881,-1.395992518,-1.379168813,-1.372742334
